node,degree
imgt:StudyProduct_MacroGenics_Inc_Solid_tumors_1032,4
imgt:StudyProduct_MacroGenics_Inc_Solid_tumors_1189,4
imgt:StudyProduct_MacroGenics_Inc_Solid_tumors_590,4
imgt:StudyProduct_MacroGenics_Inc_Solid_tumors_advanced_or_metastatic_1054,4
imgt:StudyProduct_MedImmune_Acute_lymphocytic_leukemia_(ALL)_198,4
imgt:StudyProduct_MedImmune_Acute_myeloid_leukemia_(AML)_1062,4
imgt:StudyProduct_MedImmune_Cancers_562,4
imgt:StudyProduct_MedImmune_Cancers_biliary_tract_528,4
imgt:StudyProduct_MedImmune_Cancers_head_and_neck_562,4
imgt:StudyProduct_MedImmune_Cancers_non-small_cell_lung_(NSCLC)_248,4
imgt:StudyProduct_MedImmune_Cancers_non-small_cell_lung_(NSCLC)_528,4
imgt:StudyProduct_MedImmune_Cancers_urothelial_(UC)_528,4
imgt:StudyProduct_MedImmune_Hairy_cell_leukemia_(HCL)_198,4
imgt:StudyProduct_MedImmune_Hepatocellular_carcinoma_(HCC)_248,4
imgt:StudyProduct_MedImmune_Hepatocellular_carcinoma_(HCC)_528,4
imgt:StudyProduct_MedImmune_Lymphoma_B_cell_101,4
imgt:StudyProduct_MedImmune_Melanoma_248,4
imgt:StudyProduct_MedImmune_Renal_Cell_Carcinoma_(RCC)_advanced_1317,4
imgt:StudyProduct_MedImmune_Solid_tumors_662,4
imgt:StudyProduct_MedImmune_Solid_tumors_729,4
imgt:StudyProduct_MedImmune_Solid_tumors_885,4
imgt:StudyProduct_Medarex_Cancers_non-small_cell_lung_(NSCLC)_180,4
imgt:StudyProduct_Medarex_Cancers_small_cell_lung_(SCLC)_180,4
imgt:StudyProduct_Medarex_Hodgkins_disease_(HD)_250,4
imgt:StudyProduct_Medarex_Melanoma_metastatic_180,4
imgt:StudyProduct_Medarex_Mesothelioma_pleural_malignant_180,4
imgt:StudyProduct_Medarex_Renal_cell_carcinoma_(RCC)_180,4
imgt:StudyProduct_Medicenna_Therapeutics_Inc_Cancers_brain_and_central_nervous_system_1380,4
imgt:StudyProduct_Memorial_Sloan-Kettering_Cancer_Center_Cancers_brain_metastatic_855,4
imgt:StudyProduct_Memorial_Sloan-Kettering_Cancer_Center_Neuroblastoma_1138,4
imgt:StudyProduct_Merck_&_Co_Inc_Cancers_breast_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Cancers_cervical_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Cancers_colorectal_(CRC)_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Cancers_gastric_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Cancers_head_and_neck_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Cancers_non-small_cell_lung_(NSCLC)_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Cancers_small_cell_lung_(SCLC)_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)_151,4
imgt:StudyProduct_Merck_&_Co_Inc_Carcinoma_nasopharyngeal_(NC)_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Hairy_cell_leukemia_(HCL)_626,4
imgt:StudyProduct_Merck_&_Co_Inc_Hodgkin_lymphoma_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Lymphoma_follicular_(FL)_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Lymphoma_primary_mediastinal_B_cell_(PMBL)_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Melanoma_1243,4
imgt:StudyProduct_Merck_&_Co_Inc_Melanoma_metastatic_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Multiple_myeloma_(MM)_472,4
imgt:StudyProduct_Merck_&_Co_Inc_Neoplasms_976,4
imgt:StudyProduct_Merck_&_Co_Inc_Soft-tissue_sarcoma_(STS)_997,4
imgt:StudyProduct_Merck_&_Co_Inc_Solid_tumors_1024,4
imgt:StudyProduct_Merck_&_Co_Inc_Solid_tumors_1308,4
imgt:StudyProduct_Merck_&_Co_Inc_Solid_tumors_869,4
imgt:StudyProduct_Merck_&_Co_Inc_Solid_tumors_957,4
imgt:StudyProduct_Merck_&_Co_Inc_microsatellite_instability-high_cancer_(MSI-H)_472,4
imgt:StudyProduct_Merck_KgaA_Solid_tumors_1014,4
imgt:StudyProduct_Merck_KgaA_Solid_tumors_advanced_or_metastatic_1359,4
imgt:StudyProduct_Merck_Serono_International_SA_Cancers_gastric_512,4
imgt:StudyProduct_Merck_Serono_International_SA_Cancers_non-small_cell_lung_(NSCLC)_metastatic_512,4
imgt:StudyProduct_Merck_Serono_International_SA_Cancers_ovarian_254,4
imgt:StudyProduct_Merck_Serono_International_SA_Cancers_small_cell_lung_(SCLC)_254,4
imgt:StudyProduct_Merck_Serono_International_SA_Carcinoma_urothelial_512,4
imgt:StudyProduct_Merrimack_Pharmaceuticals_Cancers_breast_865,4
imgt:StudyProduct_Merrimack_Pharmaceuticals_Cancers_non-small_cell_lung_(NSCLC)_455,4
imgt:StudyProduct_Merrimack_Pharmaceuticals_Cancers_pancreatic_545,4
imgt:StudyProduct_Mersana_Therapeutics_Solid_tumors_1036,4
imgt:StudyProduct_Mersana_Therapeutics_Solid_tumors_1059,4
imgt:StudyProduct_Merus_NV_Cancers_colorectal_(CRC)_965,4
imgt:StudyProduct_Merus_NV_Solid_tumors_771,4
imgt:StudyProduct_Millennium_Pharmaceuticals_Inc_Cancers_gastrointestinal_532,4
imgt:StudyProduct_Millennium_Pharmaceuticals_Inc_Kidney_transplant_rejection_11,4
imgt:StudyProduct_Millennium_Pharmaceuticals_Inc_Solid_tumors_532,4
imgt:StudyProduct_Miltenyi_Biotec_Lymphoma_B_cell_1161,4
imgt:StudyProduct_MolMed_SpA_Mesothelioma_pleural_malignant_818,4
imgt:StudyProduct_MorphoSys_Chronic_lymphocytic_leukemia_(CLL)_522,4
imgt:StudyProduct_MorphoSys_Multiple_myeloma_(MM)_1011,4
imgt:StudyProduct_Morphotek_Inc_Cancers_ovarian_292,4
imgt:StudyProduct_Morphotek_Inc_Cancers_pancreatic_64,4
imgt:StudyProduct_Morphotek_Inc_Mesothelioma_pleural_malignant_64,4
imgt:StudyProduct_Nanjing_Legend_Biotechnology_Co_Ltd_Multiple_myeloma_(MM)_1042,4
imgt:StudyProduct_National_Cancer_Institute_Myelodysplastic_syndromes_(MDS)_1537,4
imgt:StudyProduct_Nektar_Therapeutics_Solid_tumors_871,4
imgt:StudyProduct_Nektar_Therapeutics_Solid_tumors_advanced_or_metastatic_1359,4
imgt:StudyProduct_NeoRx_Corp_Cancers_small_cell_lung_(SCLC)_133,4
imgt:StudyProduct_Neogenix_Oncology_Inc_Cancers_pancreatic_349,4
imgt:StudyProduct_Neovii_Biotech_GmbH_Cancers_gastric_218,4
imgt:StudyProduct_Neurocrine_Biosciences_Cancers_brain_and_central_nervous_system_1380,4
imgt:StudyProduct_Nordic_Nanovector_ASA_Non-Hodgkins_lymphoma_(NHL)_540,4
imgt:StudyProduct_Nordic_Nanovector_ASA_Non-Hodgkins_lymphoma_(NHL)_541,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Acute_lymphocytic_leukemia_(ALL)_828,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Cancers_nasopharyngeal_761,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Lymphoma_diffuse_large_B_cell_(DLBCL)_828,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Lymphoma_follicular_(FL)_828,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Melanoma_(stage_llb_and_IV)_761,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Multiple_sclerosis_(MS)_194,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Pancreatic_ductal_adenocarcinoma_metastatic_(PDAC)_1364,4
imgt:StudyProduct_Novartis_Pharmaceuticals_Corp_Solid_tumors_918,4
imgt:StudyProduct_Novartis_Solid_tumors_1030,4
imgt:StudyProduct_Omeros_Corporation_Atypical_hemolytic_uremic_syndrome_(aHUS)_780,4
imgt:StudyProduct_Omeros_Corporation_IgA_nephropathy_(IgAN)_780,4
imgt:StudyProduct_OncoMed_Pharmaceuticals_Cancers_935,4
imgt:StudyProduct_OncoMed_Pharmaceuticals_Lymphoma_492,4
imgt:StudyProduct_OncoMed_Pharmaceuticals_Solid_tumors_492,4
imgt:StudyProduct_OncoMed_Pharmaceuticals_Solid_tumors_597,4
imgt:StudyProduct_OncoMed_Pharmaceuticals_Solid_tumors_660,4
imgt:StudyProduct_OncoTherapy_Science_Inc_Synovial_sarcoma_867,4
imgt:StudyProduct_Oncternal_Therapeutics_Chronic_lymphocytic_leukemia_(CLL)_1154,4
imgt:StudyProduct_Oncternal_Therapeutics_Lymphoma_mantle_cell_(MCL)_1154,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_BRAF_wild-type_melanoma_metastatic_or_unresectable_424,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_Cancers_anal_424,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_Cancers_gastric_424,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_Cancers_non-small_cell_lung_(NSCLC)_metastatic_424,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic_424,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_GE_Junction_Cancer_424,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_Hodgkin_lymphoma_424,4
imgt:StudyProduct_Ono_Pharmaceutical_Co_Ltd_Renal_cell_carcinoma_(RCC)_424,4
imgt:StudyProduct_Ono_Pharmaceuticals_Co_Ltd_Solid_tumors_781,4
imgt:StudyProduct_Peregrine_Pharmaceuticals_Inc_Glioblastoma_multiforme_(GBM)_143,4
imgt:StudyProduct_Peregrine_Pharmaceuticals_Inc_Non-Hodgkins_lymphoma_(NHL)_159,4
imgt:StudyProduct_Pfizer_Acute_myeloid_leukemia_(AML)_954,4
imgt:StudyProduct_Pfizer_Cancers_gastric_512,4
imgt:StudyProduct_Pfizer_Cancers_non-small_cell_lung_(NSCLC)_metastatic_512,4
imgt:StudyProduct_Pfizer_Hepatocellular_carcinoma_(HCC)_561,4
imgt:StudyProduct_Pfizer_Lymphoma_1379,4
imgt:StudyProduct_Pfizer_Melanoma_969,4
imgt:StudyProduct_Pfizer_Renal_Cell_Carcinoma_(RCC)_advanced_512,4
imgt:StudyProduct_Pfizer_Solid_tumors_657,4
imgt:StudyProduct_Pfizer_Solid_tumors_768,4
imgt:StudyProduct_Pfizer_Solid_tumors_777,4
imgt:StudyProduct_Philogen_Melanoma_797,4
imgt:StudyProduct_Philogen_Melanoma_metastatic_796,4
imgt:StudyProduct_Pieris_Pharmaceuticals_Inc_Solid_tumors_982,4
imgt:StudyProduct_Pierre_Fabre_Solid_tumors_1134,4
imgt:StudyProduct_Precision_Biologics_Cancers_pancreatic_349,4
imgt:StudyProduct_Prima_BioMed_Cancers_breast_metastatic_611,4
imgt:StudyProduct_Qilu_Puget_Sound_Biotherapeutics_Corp_Neoplasms_1203,4
imgt:StudyProduct_Qilu_Puget_Sound_Biotherapeutics_Corp_Neoplasms_1204,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Age-related_macular_degeneration_(AMD)_neovascular_(wet)_214,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Cancers_1555,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Cancers_colorectal_(CRC)_metastatic_214,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Cancers_non-small_cell_lung_(NSCLC)_1394,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Cancers_non-small_cell_lung_(NSCLC)_846,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Cancers_ovarian_1173,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Cancers_prostate_metastatic_1492,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Carcinoma_basal_cell_(BCC)_846,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Diabetic_macular_edema_214,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_748,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Lymphoma_follicular_(FL)_748,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Macular_edema_following_Central_Retinal_Vein_Occlusion_(CRVO)_214,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Macular_edema_following_Retinal_Vein_Occlusion_(RVO)_214,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Multiple_myeloma_(MM)_1263,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Myopic_choroidal_neovascularization_(myopic_CNV)_214,4
imgt:StudyProduct_Regeneron_Pharmaceuticals_Inc_Non-Hodgkins_lymphoma_(NHL)_962,4
imgt:StudyProduct_RemeGen_Ltd_Cancers_breast_896,4
imgt:StudyProduct_RemeGen_Ltd_Cancers_breast_931,4
imgt:StudyProduct_Rentschler_Biotechnologie_GmbH_Neuroblastoma_568,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_blood_760,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_breast_overexpressing_ERBB2_97,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_breast_overexpressing_ERBB2_metastatic_357,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_breast_triple_negative_(TNBC)_526,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_non-small_cell_lung_(NSCLC)_1355,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cancers_non-small_cell_lung_(NSCLC)_526,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Carcinoma_bladder_cancer_advanced_or_metastatic_urothelial_cancers_526,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Carcinoma_urothelial_526,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Chronic_focal_encephalitis_(CFE)_161,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Chronic_lymphocytic_leukemia_(CLL)_238,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Cytokine_Release_Syndrome_(CRS)_96,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Giant_cell_arteritis_96,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoma_B_cell_1224,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoma_diffuse_large_B_cell_(DLBCL)_161,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoma_diffuse_large_B_cell_(DLBCL)_238,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoma_follicular_(FL)_238,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Lymphoproliferative_disorder_giant_lymph_node_hyperplasia_(Castlemans_disease)_96,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Melanoma_1354,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Non-Hodgkins_lymphoma_(NHL)_774,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Pemphigus_vulgaris_(PV)_161,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Polyarticular_Juvenile_Idiopathic_Arthritis_(PJIA)_96,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_organ_transplantation_161,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_500,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_501,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_502,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_555,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_608,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Solid_tumors_765,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Systemic_juvenile_idiopathic_athritis_(SJIA)_96,4
imgt:StudyProduct_Roche_F_Hoffmann-La_Roche_Ltd_Systemic_sclerosis_96,4
imgt:StudyProduct_Sanofi-Aventis_US_LLC_Solid_tumors_1065,4
imgt:StudyProduct_Sanofi_Cancers_colorectal_(CRC)_metastatic_214,4
imgt:StudyProduct_Sanofi_Cancers_non-small_cell_lung_(NSCLC)_455,4
imgt:StudyProduct_Sanofi_Hodgkins_disease_(HD)_1299,4
imgt:StudyProduct_Schering-Plough_Hairy_cell_leukemia_(HCL)_626,4
imgt:StudyProduct_Scholar_Rock_Solid_tumors_1342,4
imgt:StudyProduct_Seagen_Inc_formely_Seatlle_Genetics_Inc_Cancers_cervical_571,4
imgt:StudyProduct_Seagen_Inc_formely_Seatlle_Genetics_Inc_Melanoma_1243,4
imgt:StudyProduct_Seattle_genetics_Inc_Anaplastic_large_cell_lymphoma_(ALCL)_324,4
imgt:StudyProduct_Seattle_genetics_Inc_Cancers_bladder_772,4
imgt:StudyProduct_Seattle_genetics_Inc_Cancers_breast_overexpressing_ERBB2_metastatic_773,4
imgt:StudyProduct_Seattle_genetics_Inc_Extranodal_NK/T-cell_lymphoma_(ENKTL)_324,4
imgt:StudyProduct_Seattle_genetics_Inc_Hodgkin_lymphoma_324,4
imgt:StudyProduct_Seattle_genetics_Inc_Lymphoma_enteropathy-associated_T_cell_(EATL)_324,4
imgt:StudyProduct_Seattle_genetics_Inc_Lymphoproliferative_disorders_T-cell_primary_cutaneous_CD30-positive_324,4
imgt:StudyProduct_Seattle_genetics_Inc_Primary_cutaneous_anaplastic_large_cell_lymphoma_(pcALCL)_324,4
imgt:StudyProduct_Shandong_New_Time_Pharmaceutical_Cancers_1179,4
imgt:StudyProduct_Shanghai_Hengrui_Pharmaceuticals_Co_Ltd_Solid_tumors_659,4
imgt:StudyProduct_Shanghai_Henlius_Biotech_Solid_tumors_1023,4
imgt:StudyProduct_Shanghai_Jinmante_Biotechnology_Cancers_non-small_cell_lung_(NSCLC)_metastatic_1372,4
imgt:StudyProduct_Shanghai_Junshi_Biosciences_Co_Ltd_Cancers_bladder_863,4
imgt:StudyProduct_Shanghai_Junshi_Biosciences_Co_Ltd_Carcinoma_nasopharyngeal_(NC)_863,4
imgt:StudyProduct_Shanghai_Junshi_Biosciences_Co_Ltd_Solid_tumors_advanced_or_metastatic_1013,4
imgt:StudyProduct_Sichuan_Baili_Pharmaceutical_Co_Lymphoma_diffuse_large_B_cell_(DLBCL)_1248,4
imgt:StudyProduct_Sichuan_Clover_Biopharmaceuticals_Inc_Malignant_pleural_effusion_1297,4
imgt:StudyProduct_Sichuan_Kelun-Biotech_Biopharmaceutical_Cancers_nasopharyngeal_1206,4
imgt:StudyProduct_Sichuan_Kelun-Biotech_Biopharmaceutical_Carcinoma_nasopharyngeal_(NC)_1206,4
imgt:StudyProduct_Silverback_Therapeutics_Inc_Solid_tumors_1278,4
imgt:StudyProduct_Sinocelltech_Ltd_Cancers_1007,4
imgt:StudyProduct_Sinocelltech_Ltd_Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)_1128,4
imgt:StudyProduct_Sophiris_Bio_Inc_Cancers_brain_and_central_nervous_system_1380,4
imgt:StudyProduct_Sorrento_Therapeutics_Inc_Solid_tumors_1321,4
imgt:StudyProduct_Sotio_Solid_tumors_advanced_or_metastatic_933,4
imgt:StudyProduct_Spectrum_Pharmaceuticals_Inc_Non-Hodgkins_lymphoma_(NHL)_1157,4
imgt:StudyProduct_Stemcentrx_Inc_Cancers_small_cell_lung_(SCLC)_569,4
imgt:StudyProduct_Stemline_Therapeutics_Inc_Acute_myeloid_leukemia_(AML)_825,4
imgt:StudyProduct_Stemline_Therapeutics_Inc_Blastic_plasmacytoid_dendritic_cell_neoplasm_(BPDCN)_825,4
imgt:StudyProduct_Surface_Oncology_Inc_Cancers_1037,4
imgt:StudyProduct_Surface_Oncology_Inc_Cancers_prostate_1338,4
imgt:StudyProduct_Surface_Oncology_Inc_Hepatocellular_carcinoma_(HCC)_1337,4
imgt:StudyProduct_Surface_Oncology_Inc_Multiple_myeloma_(MM)_1037,4
imgt:StudyProduct_Sutro_Biopharma_Inc_Cancers_ovarian_1265,4
imgt:StudyProduct_Sutro_Biopharma_Inc_Cancers_ovarian_1266,4
imgt:StudyProduct_Sutro_Biopharma_Inc_Multiple_myeloma_(MM)_880,4
imgt:StudyProduct_Syndax_Pharmaceuticals_Inc_Solid_tumors_advanced_or_metastatic_942,4
imgt:StudyProduct_Synthon_Biopharmaceuticals_Solid_tumors_668,4
imgt:StudyProduct_Systimmune_Inc_Esophageal_Squamous_Cell_Carcinoma_(ESCC)_1260,4
imgt:StudyProduct_TG_Therapeutics_B_cell_lymphoma_1325,4
imgt:StudyProduct_TG_Therapeutics_Lymphoma_diffuse_large_B_cell_(DLBCL)_372,4
imgt:StudyProduct_TG_Therapeutics_Multiple_sclerosis_relapsing-remitting_372,4
imgt:StudyProduct_TG_Therapeutics_Neuromyelitis_optica_(NMO)_372,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Cancers_bladder_605,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Cancers_fallopian_tube_605,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Cancers_ovarian_605,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Glioblastoma_multiforme_(GBM)_605,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Hepatocellular_carcinoma_(HCC)_605,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Kidney_tumours_605,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Renal_cell_carcinoma_(RCC)_605,4
imgt:StudyProduct_TRACON_Pharmaceuticals_Inc_Solid_tumors_1150,4
imgt:StudyProduct_TRION_Pharma_Cancers_gastric_218,4
imgt:StudyProduct_Taizhou_Hanzhong_Pharmaceuticals_Inc_Solid_tumors_1142,4
imgt:StudyProduct_Takeda_Pharmaceutical_Co_Ltd_Anaplastic_large_cell_lymphoma_(ALCL)_324,4
imgt:StudyProduct_Takeda_Pharmaceutical_Co_Ltd_Extranodal_NK/T-cell_lymphoma_(ENKTL)_324,4
imgt:StudyProduct_Takeda_Pharmaceutical_Co_Ltd_Hodgkin_lymphoma_324,4
imgt:StudyProduct_Takeda_Pharmaceutical_Co_Ltd_Lymphoma_enteropathy-associated_T_cell_(EATL)_324,4
imgt:StudyProduct_Takeda_Pharmaceutical_Co_Ltd_Lymphoproliferative_disorders_T-cell_primary_cutaneous_CD30-positive_324,4
imgt:StudyProduct_Takeda_Pharmaceutical_Co_Ltd_Primary_cutaneous_anaplastic_large_cell_lymphoma_(pcALCL)_324,4
imgt:StudyProduct_Takeda_Pharmaceuticals_USA_Inc_Multiple_myeloma_(MM)_1019,4
imgt:StudyProduct_Telix_Pharmaceuticals_Cancers_prostate_1571,4
imgt:StudyProduct_Tesaro_Inc_Cancers_endometrial_(EC)_849,4
imgt:StudyProduct_Tesaro_Inc_Solid_tumors_886,4
imgt:StudyProduct_Tesaro_Inc_Solid_tumors_948,4
imgt:StudyProduct_Transcenta_Holding_Ltd_Solid_tumors_1239,4
imgt:StudyProduct_Transcenta_Holding_Ltd_Solid_tumors_1272,4
imgt:StudyProduct_Trillium_Therapeutics_Inc_Solid_tumors_1048,4
imgt:StudyProduct_UCB_Solid_tumors_advanced_or_metastatic_1167,4
imgt:StudyProduct_University_of_Bern_Acute_myeloid_leukemia_(AML)_792,4
imgt:StudyProduct_University_of_Bern_Waldenstroms_macroglobulinemia_792,4
imgt:StudyProduct_University_of_California_Cancers_breast_865,4
imgt:StudyProduct_Viela_Bio_Inc_Chronic_lymphocytic_leukemia_(CLL)_553,4
imgt:StudyProduct_Viela_Bio_Inc_Neuromyelitis_optica_(NMO)_553,4
imgt:StudyProduct_Viela_Bio_Inc_Neuromyelitis_optica_spectrum_disorder_(NMOSD)_553,4
imgt:StudyProduct_Viventia_Biotechnologies_Inc_Cancers_bladder_237,4
imgt:StudyProduct_Viventia_Biotechnologies_Inc_Cancers_head_and_neck_237,4
imgt:StudyProduct_Weill_Cornell_Medical_Cancers_prostate_1028,4
imgt:StudyProduct_Weill_Cornell_Medical_Cancers_prostate_1029,4
imgt:StudyProduct_XBiotech_Cancers_colorectal_(CRC)_metastatic_544,4
imgt:StudyProduct_XBiotech_Cancers_pancreatic_1311,4
imgt:StudyProduct_Xencor_Inc_Cancers_gastrointestinal_921,4
imgt:StudyProduct_Xencor_Inc_Chronic_lymphocytic_leukemia_(CLL)_522,4
imgt:StudyProduct_Xencor_Inc_Hematologic-blood_cancer_919,4
imgt:StudyProduct_Xencor_Inc_Myelodysplastic_syndromes_(MDS)_743,4
imgt:StudyProduct_Xencor_Inc_Solid_tumors_1083,4
imgt:StudyProduct_Xencor_Inc_Solid_tumors_1084,4
imgt:StudyProduct_Xencor_Inc_Solid_tumors_1085,4
imgt:StudyProduct_Y-Biologics_Solid_tumors_1236,4
imgt:StudyProduct_Y-mAbs_Therapeutics_Inc_Neuroblastoma_750,4
imgt:StudyProduct_YM_BioSciences_Inc_Cancers_head_and_neck_76,4
imgt:StudyProduct_Zhejiang_Hisun_Pharmaceutical_Co_LTD_Lymphoma_diffuse_large_B_cell_(DLBCL)_1040,4
imgt:StudyProduct_ZymeWorks_Inc_Cancers_735,4
imgt:StudyProduct_ZymeWorks_Inc_Solid_tumors_1075,4
imgt:StudyProduct_arGEN-X_Acute_myeloid_leukemia_(AML)_792,4
imgt:StudyProduct_arGEN-X_Waldenstroms_macroglobulinemia_792,4
imgt:StudyProduct_iTeos_Therapeutics_Multiple_myeloma_(MM)_1361,4
imgt:StudyProduct_microsatellite_instability-high_cancer_(MSI-H)_472,4
imgt:Systemic_juvenile_idiopathic_athritis_(SJIA),4
imgt:Systemic_sclerosis,4
imgt:TR-Beta-TRB,4
imgt:TR-Gamma-TRG,4
imgt:Tropical_spastic_paraparesis_(TSP_model_for_multiple_sclerosis),4
imgt:V-D-J-gene,4
imgt:V-D-gene,4
imgt:V-J-gene,4
imgt:V-gene,4
imgt:Waldenstroms_macroglobulinemia,4
imgt:Wegeners_Granulomatosis_(WG)_and_Microscopic_Polygamiitis_(MPA)_in_combination_with_glucocorticoides,4
imgt:_CHOK1SV,4
imgt:_COS_cells_transient_expression,4
imgt:_Hybridoma,4
imgt:_XpressCF+™,4
imgt:blocked_ricin,4
imgt:calicheamicin,4
imgt:doxorubicin,4
imgt:mAb_1000,4
imgt:mAb_1002,4
imgt:mAb_1007,4
imgt:mAb_1022,4
imgt:mAb_1023,4
imgt:mAb_1025,4
imgt:mAb_1026,4
imgt:mAb_1030,4
imgt:mAb_1036,4
imgt:mAb_1039,4
imgt:mAb_1041,4
imgt:mAb_1062,4
imgt:mAb_1080,4
imgt:mAb_109,4
imgt:mAb_1095,4
imgt:mAb_110,4
imgt:mAb_1112,4
imgt:mAb_1125,4
imgt:mAb_1128,4
imgt:mAb_114,4
imgt:mAb_1146,4
imgt:mAb_116,4
imgt:mAb_1160,4
imgt:mAb_1170,4
imgt:mAb_1176,4
imgt:mAb_1179,4
imgt:mAb_1206,4
